activityId,uuidMsb,uuidLsb,name,activityType,userProfileId,timeZoneId,beginTimestamp,eventTypeId,rule,sportType,startTimeGmt,startTimeLocal,duration,distance,elevationGain,elevationLoss,avgSpeed,maxSpeed,avgHr,maxHr,avgRunCadence,maxRunCadence,steps,calories,bmrCalories,startLongitude,startLatitude,avgStrideLength,avgFractionalCadence,maxFractionalCadence,vO2MaxValue,elapsedDuration,movingDuration,deviceId,minElevation,maxElevation,avgDoubleCadence,maxDoubleCadence,locationName,maxVerticalSpeed,manufacturer,lapCount,endLongitude,endLatitude,maxLatitude,maxLongitude,minLatitude,minLongitude,decoDive,purposeful,autoCalcCalories,favorite,pr,elevationCorrected,atpActivity,parent,avgVerticalSpeed,surfaceInterval,floorsClimbed,floorsDescended,jumpCount
17520359207,2331976211657605000,-7574844705258095000,Spokane Running,running,96200873,121,1731420464000,9,subscribers,RUNNING,1731420464000,1731391664000,1564489.013671875,496914.013671875,621.77734375,786.82861328125,0.3176000118255615,0.3536000013351441,144,162,78,82,4094,1344.99642,150.84071999999998,-117.39495777525008,47.67027536407113,121.02727008276422,0.7265625,0.5,61,1564489.013671875,1559443.992614746,3366988290,57000,58065.05126953125,157.453125,165,Spokane,0.02605224609375,GARMIN,4,-117.40118796005845,47.66376187093556,47.67027536407113,-117.39024354144931,47.66252336092293,-117.40941664204001,false,false,false,false,false,true,false,false,,,,,
17519091924,-5822302656626867000,-7705999533770039000,Spokane Running,running,96200873,121,1731336355000,9,subscribers,RUNNING,1731336355000,1731307555000,3098367.919921875,976857.03125,7881.158447265625,7896.88720703125,0.3153000116348267,0.3507999897003174,163,187,78,84,8080,3029.3844599999998,301.68143999999995,-117.39484529010952,47.67023471184075,120.18028058665577,0.703125,0.5,61,3098367.919921875,3091946.990966797,3366988290,55436.798095703125,58700,157.40625,169,Spokane,0.4063446044921875,GARMIN,7,-117.40132617764175,47.66372540965676,47.670253152027726,-117.39034253172576,47.660263516008854,-117.4302385468036,false,false,false,false,false,true,false,false,,,,,
17505164254,-5255406884289821000,-6227103151088716000,Spokane Running,running,96200873,121,1731249853000,9,subscribers,RUNNING,1731249853000,1731221053000,1536880.9814453125,500766.015625,510.72998046875,868.07861328125,0.3257999897003174,0.35269999504089355,160,183,79,83,4034,1525.16728,146.6507,-117.3948769737035,47.67031869851053,123.34448376978808,0.2578125,0.5,61,1536880.9814453125,1535326.9958496094,3366988290,57000,58057.3486328125,158.515625,167,Spokane,0.0340179443359375,GARMIN,4,-117.40108611993492,47.66375130973756,47.67031869851053,-117.39028536714613,47.66244658268988,-117.40957522764802,false,false,false,false,false,true,false,false,,,,,
17497876455,6700640554768026000,-4947116514958316000,Spokane Running,running,96200873,121,1731168244000,9,subscribers,RUNNING,1731168244000,1731139444000,4604346.19140625,1462696.97265625,9025.244140625,9244.366455078125,0.31770000457763675,0.38440001010894775,160,182,79,87,12108,4395.33098,444.14212,-117.39466088823974,47.670302437618375,119.8703949662607,0.5,0,61,4604346.19140625,4598488.971710205,3366988290,52206.988525390625,58045.166015625,159,174,Spokane,0.10884806315104167,GARMIN,10,-117.40137512795627,47.66378927975893,47.67035532742739,-117.39029936492443,47.6561320759356,-117.45456509292126,false,false,false,false,false,true,false,false,,,,,
17488746162,5974843210070114000,-6578269372111836000,Spokane Running,running,96200873,121,1731076622000,9,subscribers,RUNNING,1731076622000,1731047822000,2921000.9765625,979529.00390625,4591.36962890625,4712.408447265625,0.33529999256134035,0.3723000049591065,148,168,80,92,7824,2463.7317599999997,276.54132,-117.39471696317196,47.670292630791664,125.27932617931619,0.3046875,0.5,61,2921000.9765625,2918622.989654541,3366988290,55495.78857421875,58049.59716796875,160.609375,185,Spokane,0.113275146484375,GARMIN,7,-117.40116013213992,47.663764553144574,47.67029481008649,-117.3902337346226,47.66028916463256,-117.43030660785735,false,false,false,false,false,true,false,false,,,,,
17480645822,-4783588019820475000,-7188859368064118000,Spokane Running,running,96200873,121,1730988613000,9,subscribers,RUNNING,1730988613000,1730959813000,1518103.02734375,496056.005859375,766.27197265625,766.27197265625,0.32679998874664307,0.3619999885559082,143,159,79,86,3980,1277.9560999999999,146.6507,-117.39463943056762,47.67022356390953,123.95599487346524,0.078125,0.5,61,1518103.02734375,1512407.0014953613,3366988290,57000,58049.114990234375,158.15625,173,Spokane,0.023706054687500002,GARMIN,4,-117.40125132724643,47.66371442936361,47.67032582312822,-117.39026005379856,47.662468040362,-117.40944899618626,false,false,false,false,false,true,false,false,,,,,
17473021420,-3948919705643889700,-7458421210463569000,Spokane Running,running,96200873,121,1730904165000,9,subscribers,RUNNING,1730904165000,1730875365000,2924947.998046875,973623.046875,5067.974853515625,5112.98828125,0.3328999996185303,0.3806999921798706,158,182,79,84,7758,2819.8834599999996,280.73134,-117.39482634700835,47.67033504322171,125.04854975453942,0.859375,0.5,61,2924947.998046875,2918795.9938049316,3366988290,55490.130615234375,58045.013427734375,159.71875,169,Spokane,0.11226196289062501,GARMIN,7,-117.4012512434274,47.663771007210016,47.67033504322171,-117.39027170464396,47.660344233736396,-117.43003302253783,false,false,false,false,false,true,false,false,,,,,
17464227509,-6802961304641519000,-8817183720344426000,Spokane Running,running,96200873,121,1730815580000,9,subscribers,RUNNING,1730815580000,1730786780000,1573735.9619140625,495335.986328125,782.1044921875,792.73681640625,0.3148000001907349,0.36300001144409183,149,176,78,82,4088,1403.6566999999998,150.84071999999998,-117.39473892375827,47.670326912775636,120.47828152611825,0.3828125,0.5,61,1573735.9619140625,1569908.9965820312,3366988290,57000,58039.434814453125,156.765625,165,Spokane,0.024860636393229166,GARMIN,4,-117.40119768306613,47.66373949125409,47.670326912775636,-117.39027287811041,47.66253249719739,-117.40930910222232,false,false,false,false,false,true,false,false,,,,,
17456308653,-7036933686742597000,-8949272266220606000,Spokane Running,running,96200873,121,1730730880000,9,subscribers,RUNNING,1730730880000,1730702080000,2923986.083984375,975037.01171875,5310.2294921875,5310.2294921875,0.3335000038146973,0.4328999996185303,165,189,80,87,7798,2958.1541199999997,280.73134,-117.39474445581436,47.670290200039744,124.8554560259344,0.0546875,0,61,2923986.083984375,2919015.0146484375,3366988290,55500,58024.114990234375,160.109375,174,Spokane,0.13016357421875,GARMIN,7,-117.40118435584009,47.663807552307844,47.670290200039744,-117.3902736324817,47.66031749546528,-117.43004056625068,false,false,false,false,false,true,false,false,,,,,
17448881387,-9159157952587477000,-7333149371416650000,Spokane Running,running,96200873,121,1730644545000,9,subscribers,RUNNING,1730644545000,1730615745000,2870397.94921875,971865.0390625,4972.186279296875,5179.693603515625,0.3385999917984009,0.4907999992370606,156,190,80,85,7650,2706.75292,272.3513,-117.39471025764942,47.670292630791664,126.70317271618752,0.1640625,0,61,2870397.94921875,2866731.023788452,3366988290,55500,58047.967529296875,160.328125,170,Spokane,0.38973388671875003,GARMIN,7,-117.40118779242039,47.66373605467379,47.670292630791664,-117.39022677764297,47.66032973304391,-117.42997501976788,false,false,false,false,false,true,false,false,,,,,
17441681858,-2664126650712505300,-6341886622815783000,Spokane Running,running,96200873,121,1730555020000,9,subscribers,RUNNING,1730555020000,1730529820000,3136733.88671875,970912.01171875,6000.72021484375,6300.72021484375,0.30950000286102297,0.3563999891281128,156,178,79,84,8208,2916.2539199999997,301.68143999999995,-117.39474479109049,47.67026538960636,117.29061433078553,0.171875,0.5,61,3136733.88671875,3132906.005859375,3366988290,55500,58000,158.34375,169,Spokane,0.6926513671875001,GARMIN,7,-117.40124269388616,47.66375399194658,47.67026538960636,-117.39025041460991,47.66026854515076,-117.42995305918157,false,false,false,false,false,true,false,false,,,,,
17431658435,3346512615158595600,-8996197238137055000,Spokane Running,running,96200873,121,1730468299000,9,subscribers,RUNNING,1730468299000,1730443099000,3003043.9453125,970405.95703125,5726.092529296875,5946.209716796875,0.32309999465942385,0.3499000072479248,150,170,80,86,7986,2631.33256,284.92136,-117.39468234591186,47.669876385480165,120.8961895566046,0.1875,0,61,3003888.916015625,2997920.0134277344,3366988290,55120.001220703125,58000,160.375,172,Spokane,0.9767333984375001,GARMIN,7,-117.4013445340097,47.66373546794057,47.67018643207848,-117.39015963859856,47.66025848686695,-117.42992330342531,false,false,false,false,false,true,false,false,,,,,
17423393471,-674167804397402800,-6300164893056852000,Spokane Running,running,96200873,121,1730380162000,9,subscribers,RUNNING,1730380162000,1730354962000,1561437.01171875,495664.013671875,586.95068359375,657.281494140625,0.31740000247955324,0.33780000209808353,141,155,79,84,4146,1282.1461199999999,146.6507,-117.39476230926812,47.67020881175995,119.50290238190384,0.703125,0.5,61,1561437.01171875,1555000,3366988290,57008.245849609375,58000,159.40625,169,Spokane,0.026267787388392857,GARMIN,4,-117.40111931227148,47.66374871134758,47.67027234658599,-117.39009425975382,47.662518164142966,-117.4092569667846,false,false,false,false,false,true,false,false,,,,,
17415596630,4503389089189087000,-5048695180711469000,Spokane Running,running,96200873,121,1730295572000,9,subscribers,RUNNING,1730295572000,1730270372000,2903491.943359375,973395.01953125,3970.0439453125,4291.61376953125,0.3351999998092652,0.4440999984741211,153,182,80,88,7758,2639.7126,276.54132,-117.39455594681203,47.67024544067681,125.2679705813297,0.234375,0.5,61,2903491.943359375,2895389.0075683594,3366988290,55500,58000,160.46875,177,Spokane,0.10494588216145834,GARMIN,7,-117.40135593339801,47.66376924701035,47.670264299958944,-117.39021579734981,47.66034448519349,-117.42996437475085,false,false,false,false,false,true,false,false,,,,,
17406741647,4588944542605134300,-9115038542662476000,Spokane Running,running,96200873,121,1730207345000,9,subscribers,RUNNING,1730207345000,1730182145000,1536183.9599609375,493135.986328125,638.140869140625,738.140869140625,0.3210000038146973,0.34619998931884766,139,158,80,86,4140,1223.4858399999998,142.46068,-117.39465820603073,47.67018970102072,120.10517202444188,0.1953125,0,61,1536183.9599609375,1529112.9760742188,3366988290,57000,58000,160.390625,172,Spokane,0.02660609654017857,GARMIN,4,-117.40109123289585,47.66375843435526,47.670244267210364,-117.39009769633412,47.662526462227106,-117.40916962735355,false,false,false,false,false,true,false,false,,,,,
17398735594,-250301664536608400,-5847873960229471000,Spokane Running,running,96200873,121,1730122641000,9,subscribers,RUNNING,1730122641000,1730097441000,3202105.95703125,971653.02734375,6053.985595703125,6027.008056640625,0.30339999198913575,0.33589999675750737,154,177,78,85,8364,2958.1541199999997,310.06147999999996,-117.39468276500702,47.67023026943207,115.49264367117456,0.8125,0,61,3202105.95703125,3196463.0126953125,3366988290,55500,58026.9775390625,157.625,170,Spokane,0.0928466796875,GARMIN,7,-117.40123271942139,47.663755249232054,47.670285338535905,-117.39016558974981,47.66033501364291,-117.42997979745269,false,false,false,false,false,true,false,false,,,,,
17391178175,2541382078087449600,-8257128905974968000,Spokane Running,running,96200873,121,1730036556000,9,subscribers,RUNNING,1730036556000,1730011356000,3173986.083984375,974017.96875,5388.702392578125,5524.96337890625,0.3069000005722046,0.34240000247955327,145,159,79,83,8308,2593.62238,305.87145999999996,-117.39479466341436,47.670249212533236,116.5121034727259,0.0234375,0.5,61,3173986.083984375,3163864.999771118,3366988290,55498.455810546875,58008.489990234375,158.046875,167,Spokane,0.463323974609375,GARMIN,7,-117.40120807662606,47.66373295336962,47.670249212533236,-117.3902390152216,47.660287069156766,-117.43002162314951,false,false,false,false,false,true,false,false,,,,,
17382345346,-3789745866921259500,-5185112596317910000,Spokane Running,running,96200873,121,1729950015000,9,subscribers,RUNNING,1729950015000,1729924815000,4366186.03515625,1462366.9921875,9000.37841796875,9300.37841796875,0.3348999977111817,0.44790000915527345,163,186,80,89,11772,4248.68028,419.00199999999995,-117.39472257904708,47.670253068208694,124.06602823470627,0.953125,0,61,4366186.03515625,4357819.007873535,3366988290,52235.6689453125,58030.987548828125,161.90625,178,Spokane,1.110675048828125,GARMIN,10,-117.40117907524109,47.66375080682337,47.6702993363142,-117.39023641683161,47.656119000166655,-117.45456936769187,false,false,false,false,false,true,false,false,,,,,
